LAPORAN HEALTH CHECK CCTV BAGOPS K3I-KORLANTAS    •    21 Jun 2026 08:07 WIB    •    Total 1120   |   Healthy 24   |   Unhealthy 861   |   Timeout 235,,,,,,,,,,,,,,,,,,
NO,CHECK_TIMESTAMP,KATEGORI,SUB KATEGORI,WILAYAH PROJECT,WILAYAH POLDA,NAMA CCTV,IP,LATITUDE,LONGITUDE,RTSP-1,CCTV_ID,Tipe CCTV,IS_ACTIVE_K3I,STATUS_PING,LATENCY_PING_MS,STREAM_TYPE,STREAM_DETAIL,HEALTH_STATUS
598,2026-06-21 08:07:01,BAGOPS,KORLANTAS - RTMC,HARWAT RTMC 4 POLDA,Polda Sulawesi Barat,Monitoring Mamasa,vms.k3i-korlantas.id,"-2,942865","119,376927",https://vms.k3i-korlantas.id/K3i/2024/SLBR-007_Mamasa.stream/playlist.m3u8,cctv_7c4ba04e-f978-4499-88e9-0bbf73471a42,Arteri,Yes,ONLINE,"37,24",VMS,HTTP 502,Unhealthy
599,2026-06-21 08:07:01,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Sulawesi Utara,Bernadette,vms.k3i-korlantas.id,"1,45126","124,83798",https://vms.k3i-korlantas.id/K3i/6POLDA/SLT-004_Bernadette.stream/playlist.m3u8,cctv_7c551e3a-529a-4266-b91e-4226501a1f99,Arteri,No,ONLINE,"32,58",VMS,HTTP 502,Unhealthy
600,2026-06-21 08:07:01,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,Jl Poros palopo ( Pasar Sumpang),vms.k3i-korlantas.id,"-4,045411","119,626659",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/DLS-015_Simp_Jalan_pahlawan_Tanjung_Morawa.stream/playlist.m3u8,cctv_7c9c68df-eae8-4042-8a88-8a454727c608,Arteri,Yes,ONLINE,"20,98",VMS,HTTP 502,Unhealthy
601,2026-06-21 08:07:02,BAGOPS,KORLANTAS - TMC,TMC 4 POLRES TA 2024,Polda Banten,Simpang SPIJ,vms.k3i-korlantas.id,"-5,992836","106,029378",https://vms.k3i-korlantas.id/K3i/2024/CLG-008_Monitoring_Sp_SPIJ.stream/playlist.m3u8,cctv_7cc21139-f56e-4cb7-b1c2-2d2b569f170a,Arteri,No,ONLINE,"15,08",VMS,HTTP 502,Unhealthy
602,2026-06-21 08:07:02,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Riau,Simpang Durian,vms.k3i-korlantas.id,"0,5172828","101,4198007",https://vms.k3i-korlantas.id/K3i/6POLDA/RIAU-024_Simpang_Durian_.stream/playlist.m3u8,cctv_7ccba3f4-e7dc-4574-b838-c81290042bdf,Arteri,No,ONLINE,"16,99",VMS,HTTP 502,Unhealthy
603,2026-06-21 08:07:02,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Riau,Pasar arengka 1,vms.k3i-korlantas.id,"0,4636617","101,4183317",https://vms.k3i-korlantas.id/K3i/6POLDA/RIAU-001_Pasar_arengka_1.stream/playlist.m3u8,cctv_7d27df2c-691c-4f39-94c5-f4bb7d7bb005,Arteri,No,ONLINE,"20,88",VMS,HTTP 502,Unhealthy
604,2026-06-21 08:07:12,BAGOPS,KORLANTAS - TMC,TMC 4 POLRES TA 2024,Polda Jawa Timur,BOK GLUDUK,10.45.42.19,"-7,98095","112,63795",rtsp://onvif:lantas123!!@10.45.42.19:554/live/3CB87392-C88E-42A6-B194-7C9B15701F68,cctv_7d8e7fbe-35df-4eb0-bf98-5e619de08ff4,Arteri,No,OFFLINE,N/A,RTSP,Playlist timeout,TIMEOUT
605,2026-06-21 08:06:53,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sumatera Utara,Dpn Polsek Balata,vms.k3i-korlantas.id,"2,868207","99,022712",https://vms.k3i-korlantas.id/K3i/2023/SML-001_Dpn_Polsek_Balata.stream/playlist.m3u8,cctv_7dd52d3c-bda8-4834-9868-965f802b510b,Arteri,Yes,ONLINE,"16,6",VMS,HTTP 502,Unhealthy
606,2026-06-21 08:06:53,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Bangka Belitung,SP. Adox 2 FIX 2,vms.k3i-korlantas.id,"-2,1405","106,14525",https://vms.k3i-korlantas.id/K3i/6POLDA/BBL-012_SP_Adox_2_FIX_2.stream/playlist.m3u8,cctv_7de486ff-66f6-45b0-9183-032342a54efe,Arteri,No,ONLINE,"42,82",VMS,HTTP 502,Unhealthy
607,2026-06-21 08:06:53,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Timur,Depan Ratu Plasa Madiun,vms.k3i-korlantas.id,"-7,62645","111,52009",https://vms.k3i-korlantas.id/K3i/JATIM/174_Depan_Ratu_Plasa_Madiun.stream/playlist.m3u8,cctv_7dedaeb7-6ef8-4347-964a-bd0b0842f371,Arteri,No,ONLINE,"14,69",VMS,HTTP 502,Unhealthy
608,2026-06-21 08:06:54,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Jawa Tengah,Depan Polsek Serengan,vms.k3i-korlantas.id,"-7,5817279","110,8191752",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/DLS-004_Jl_Umum_Medan_Tebing_Tinggi_Kec_Lubuk_Pakam_Kab_Deli_Serdang.stream/playlist.m3u8,cctv_7e1014a4-7a1c-4246-a220-308cb02c3f53,Arteri,Yes,ONLINE,"32,03",VMS,HTTP 502,Unhealthy
609,2026-06-21 08:06:54,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Metro Jaya,Gerbang Moi Balai Samudra,vms.k3i-korlantas.id,"-6,1524","106,89182",https://vms.k3i-korlantas.id/K3i/METRO/013_Pos+Polisi+Gading+Serpong.stream/playlist.m3u8,cctv_7e1a4d78-3b4a-48ff-a6ed-58d366e5e60f,Arteri,Yes,ONLINE,"25,61",VMS,HTTP 502,Unhealthy
610,2026-06-21 08:06:54,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Bangka Belitung,SP. Beluluk FIX 1,vms.k3i-korlantas.id,"-2,18120756","106,145618",https://vms.k3i-korlantas.id/K3i/6POLDA/BBL-003_SP_Beluluk_FIX_1.stream/playlist.m3u8,cctv_7e61d2f0-35e6-44dd-ab36-dfdf42d4743d,Arteri,No,ONLINE,"19,18",VMS,HTTP 502,Unhealthy
611,2026-06-21 08:06:54,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Sumatera Barat,SP 6 Pondok,vms.k3i-korlantas.id,"-0,95984033","100,3580604",https://vms.k3i-korlantas.id/K3i/2023/SMB-003_SP_6_Pondok.stream/playlist.m3u8,cctv_7e7480cb-bb09-4bd9-9179-944332e6ae5f,Arteri,Yes,ONLINE,"31,11",VMS,HTTP 502,Unhealthy
612,2026-06-21 08:07:04,BAGOPS,KORLANTAS - TMC,TMC 4 POLRES TA 2024,Polda Jawa Timur,SP TLOGO MAS,10.45.42.19,"-7,92141","112,59539",rtsp://onvif:lantas123!!@10.45.42.19:554/live/6023DC63-4812-4DA3-A42B-F3F4FA214FD2,cctv_7e95e68d-c917-4b7c-90b7-7ab52830dd58,Arteri,Yes,OFFLINE,N/A,RTSP,Playlist timeout,TIMEOUT
613,2026-06-21 08:06:54,BAGOPS,KORLANTAS - RTMC,HARWAT RTMC 4 POLDA,Polda Kalimantan Barat,Simpang Brimob,vms.k3i-korlantas.id,"-0,069278","109,375208",https://vms.k3i-korlantas.id/K3i/2024/KLBR-010_Monitoring_Sp._Brimob.stream/playlist.m3u8,cctv_7e976062-ea36-4930-b940-f1f41436d640,Arteri,No,ONLINE,"42,21",VMS,HTTP 502,Unhealthy
614,2026-06-21 08:06:54,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Aceh,SP Ketapang,vms.k3i-korlantas.id,"5,5208327","95,3024976",https://vms.k3i-korlantas.id/K3i/2021/ACEH_012_SP_Ketapang_.stream/playlist.m3u8,cctv_7f541543-63c5-47e4-826a-70b640c38476,Arteri,No,ONLINE,"40,35",VMS,HTTP 502,Unhealthy
615,2026-06-21 08:06:54,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Jawa Tengah,Simpang 3 Tugu Boto,vms.k3i-korlantas.id,"-7,53471","110,79103",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/SUMUT-008_Kota_Aek_Kanopan.stream/playlist.m3u8,cctv_801c17bd-120d-4229-8073-20fa55677dfa,Arteri,Yes,ONLINE,"25,45",VMS,HTTP 502,Unhealthy
616,2026-06-21 08:06:54,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Metro Jaya,TL Pancoran,vms.k3i-korlantas.id,"-6,24224621","106,8437117",https://vms.k3i-korlantas.id/K3i/METRO/057_TL+Pancoran.stream/playlist.m3u8,cctv_803e4d32-4c5f-4e90-b585-fe76fb8e0caf,Arteri,Yes,ONLINE,"44,84",VMS,HTTP 502,Unhealthy
617,2026-06-21 08:06:54,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Barat,Greja Khatedral,vms.k3i-korlantas.id,"-6,91431","107,6103",https://vms.k3i-korlantas.id/K3i/JABAR/074_Katedral_Bandung.stream/playlist.m3u8,cctv_80cf72d6-eada-4757-83c2-2ea579441839,Arteri,No,ONLINE,"29,24",VMS,HTTP 502,Unhealthy
618,2026-06-21 08:06:56,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Kalimantan Barat,CCTV ENTIKONG CC (FIX),10.45.67.11,"0,98554","110,35196",rtsp://operator:qwerty654321@10.45.67.11/media/video1,cctv_815bf7ca-1ea5-47da-b3be-79bc38973782,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
619,2026-06-21 08:06:54,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2023,Polda Kalimantan Selatan,Pos 4 ( Simpang tiga Kuripan Luar ),vms.k3i-korlantas.id,"-3,325583","114,604861",https://vms.k3i-korlantas.id/K3i/2022/BJM-006_Pos_4_(SP_3_Kuripan_Luar)_1.stream/playlist.m3u8,cctv_822283c6-2758-41bc-be94-6f32d97f7b8e,Arteri,Yes,ONLINE,"17,23",VMS,HTTP 502,Unhealthy
620,2026-06-21 08:06:54,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Kalimantan Tengah,Bundaran Besar,vms.k3i-korlantas.id,"-2,20774","113,91571",https://vms.k3i-korlantas.id/K3i/SURAKARTA/SKT-052_Simpang-Empat-Bundaran-Purwosari.stream/playlist.m3u8,cctv_8269f5cf-eba3-4f5c-ae5d-7318e288c689,Arteri,No,ONLINE,"34,42",VMS,HTTP 502,Unhealthy
621,2026-06-21 08:06:54,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Sulawesi Utara,Gereja Paulus,vms.k3i-korlantas.id,"1,48271","124,83685",https://vms.k3i-korlantas.id/K3i/6POLDA/SLT-029_Gereja_Paulus.stream/playlist.m3u8,cctv_827f4d5b-feaf-4a4f-b75e-ce3722749f73,Arteri,No,ONLINE,"14,13",VMS,HTTP 502,Unhealthy
622,2026-06-21 08:06:55,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Barat,Simpang Tagog Padalarang,vms.k3i-korlantas.id,"-6,84305","107,4857",https://vms.k3i-korlantas.id/K3i/JABAR/121_Simpang_Tagog_Padalarang.stream/playlist.m3u8,cctv_82912548-b8ac-4b21-9120-0807a8c968b3,Arteri,No,ONLINE,"15,96",VMS,HTTP 502,Unhealthy
623,2026-06-21 08:06:55,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Barat,Pertigaan Kalijati,vms.k3i-korlantas.id,"-6,52577","107,6739",https://vms.k3i-korlantas.id/K3i/JABAR/127_Pertigaan_Kali_Jati.stream/playlist.m3u8,cctv_82da6307-807c-4f2c-a45b-f9151d5754f6,Arteri,No,ONLINE,"39,01",VMS,HTTP 502,Unhealthy
624,2026-06-21 08:06:56,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,P. KEMERDEKAAN - BADDOKA,172.16.60.3,"-5,093347","119,513304",rtsp://onvif:lantas123!!@172.16.60.3:554/live/F3938C91-7B33-4E4A-9B02-63331F4F8EEB,cctv_837055f6-4193-4ec3-bc1a-0ba415f7461c,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
625,2026-06-21 08:07:05,BAGOPS,KORLANTAS - TMC,TMC 4 POLRES TA 2024,Polda Jawa Timur,SP KACUK,10.45.42.19,"-8,02267","112,61792",rtsp://onvif:lantas123!!@10.45.42.19:554/live/C75FE266-C4A5-438A-94BD-17A0702F5AD6,cctv_83822398-ef16-4087-87bb-70812c30bfbb,Arteri,No,OFFLINE,N/A,RTSP,Playlist timeout,TIMEOUT
626,2026-06-21 08:06:55,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Timur,Pasar Nganjuk (Pasar Bagor),vms.k3i-korlantas.id,"-7,56672","111,84583",https://vms.k3i-korlantas.id/K3i/JATIM/166_Pasar_Bagor_Nganjuk.stream/playlist.m3u8,cctv_842c017a-c3ad-440a-a04e-3095697170ef,Arteri,No,ONLINE,"30,06",VMS,HTTP 502,Unhealthy
627,2026-06-21 08:06:55,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,JL. RATULANGI - JL. LANDAK,vms.k3i-korlantas.id,"-5,161832","119,417475",https://vms.k3i-korlantas.id/K3i/SURAKARTA/SKT-052_Simpang-Empat-Bundaran-Purwosari.stream/playlist.m3u8,cctv_846575b9-e020-49be-9b26-dcc34db50f47,Arteri,Yes,ONLINE,"24,68",VMS,HTTP 502,Unhealthy
628,2026-06-21 08:07:05,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Jawa Tengah,Bundaran Gladak Solo,10.45.42.19,"-7,572671","110,829515",rtsp://onvif:lantas123!!@10.45.42.19:554/live/C36F6420-C50D-4A7A-A492-86ACAC82926D,cctv_85256a2f-6100-4773-9061-5b4e3662d8e2,Arteri,Yes,OFFLINE,N/A,RTSP,Playlist timeout,TIMEOUT
629,2026-06-21 08:06:55,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Nusa Tenggara Timur,SP4 pasar Lama Kefa-NTT,vms.k3i-korlantas.id,"-9,44689314","124,4787829",https://vms.k3i-korlantas.id/K3i/2021/NTT-012_SP_4_Pasar_Lama.stream/playlist.m3u8,cctv_855b3f76-50fc-4f8d-a4ec-9e12667c45fe,Arteri,Yes,ONLINE,"67,3",VMS,HTTP 502,Unhealthy
630,2026-06-21 08:06:55,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Riau,Simpang tabek gadang,vms.k3i-korlantas.id,"0,46407092","101,3939698",https://vms.k3i-korlantas.id/K3i/6POLDA/RIAU-005_Simpang_tabek_gadang.stream/playlist.m3u8,cctv_8648caee-7d6e-4a28-970c-cb857ed37e78,Arteri,No,ONLINE,"19,79",VMS,HTTP 502,Unhealthy
631,2026-06-21 08:06:55,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Sulawesi Tengah,Simpang 4 Basrah,vms.k3i-korlantas.id,"-0,9182709","119,8924567",https://vms.k3i-korlantas.id/K3i/2022/SULTENG-012_Sp_4_Basrah.stream/playlist.m3u8,cctv_86e60c2a-4c32-446f-90e6-bde336951f85,Arteri,No,ONLINE,"25,5",VMS,HTTP 502,Unhealthy
632,2026-06-21 08:06:55,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sumatera Utara,Simpang Bakaran Batu/HOS Cokroaminoto,vms.k3i-korlantas.id,"3,5633801","98,8740081",https://vms.k3i-korlantas.id/K3i/SMARTCITY/SMCT-067_Gereja_Ganjuran_Pintu_Masuk_Utara_2.stream/playlist.m3u8,cctv_87836c07-f207-4268-8bc2-ccf5100238a0,Arteri,No,ONLINE,"15,72",VMS,HTTP 502,Unhealthy
633,2026-06-21 08:06:57,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,JL. AHMAD YANI / SUDIRMAN,172.16.60.3,"-5,133121","119,413724",rtsp://onvif:lantas123!!@172.16.60.3:554/live/6EC7755C-2D86-4AD7-97C8-0D0943A3B966,cctv_8789e894-4d80-4980-856c-752a021e473e,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
634,2026-06-21 08:06:55,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Sumatera Barat,SP Pisang,vms.k3i-korlantas.id,"-0,94676","100,40043",https://vms.k3i-korlantas.id/K3i/2023/SMB-013_SP_Pisang_.stream/playlist.m3u8,cctv_87c6a714-504c-4b35-bd44-7f55dcaf5ca8,Arteri,No,ONLINE,"16,95",VMS,HTTP 502,Unhealthy
635,2026-06-21 08:06:57,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sumatera Utara,Lubuk Pakam – Galang,172.16.60.3,"3,4698217","98,9003714",rtsp://onvif:lantas123!!@172.16.60.3:554/live/D64656C3-D87C-428E-8C87-537E0DD3F52B,cctv_87d6e759-cf0e-44ae-a26f-652396cb770f,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
636,2026-06-21 08:04:05,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Kalimantan Timur,Sp Wika FIX,vms.k3i-korlantas.id,"-1,23169","116,87529",https://vms.k3i-korlantas.id/K3i/6POLDA/KTM-027_Sp_Wika_FIX.stream/playlist.m3u8,cctv_886534f7-d9c0-4c39-a0fc-cd70a6f2b6ce,Arteri,No,ONLINE,"229,56",VMS,Playlist timeout,TIMEOUT
637,2026-06-21 08:04:06,BAGOPS,KORLANTAS - TMC,TMC 4 POLRES TA 2024,Polda Jawa Timur,SP KALIURANG,10.45.42.19,"-7,96411","112,63544",rtsp://onvif:lantas123!!@10.45.42.19:554/live/7798CBD2-B001-4F9E-8B75-C038174029F5,cctv_88dd29a2-3285-48e3-a9f4-f038f9ddd97a,Arteri,Yes,OFFLINE,N/A,RTSP,Playlist timeout,TIMEOUT
638,2026-06-21 08:04:05,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Kepulauan Riau,SP 4 Masjid Agung,vms.k3i-korlantas.id,"1,1275202","104,0525413",https://vms.k3i-korlantas.id/K3i/2022/KEPRI-002_Monitoring_Masjid_Agung.stream/playlist.m3u8,cctv_89166679-8418-46b9-9c13-30ead58c2456,Arteri,Yes,ONLINE,"208,91",VMS,Playlist timeout,TIMEOUT
639,2026-06-21 08:04:05,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Jawa Tengah,Simpang 4 Tugu Cembengan,vms.k3i-korlantas.id,"-7,5578254","110,8476675",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/SUMUT-015_Simpang_Ampera_Sibolga.stream/playlist.m3u8,cctv_897b7b40-82d8-4b1c-ac64-b419bacbe8e2,Arteri,No,ONLINE,"192,11",VMS,Playlist timeout,TIMEOUT
640,2026-06-21 08:04:05,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,Jl. Sam ratulangi - jl Pahlawan,vms.k3i-korlantas.id,"-5,535299","120,195162",https://vms.k3i-korlantas.id/K3i/SURAKARTA/SKT-018_Simpang-Empat-Pasar-Gede.stream/playlist.m3u8,cctv_8a31d2e3-3d28-4fa5-83bb-f098caacb8ea,Arteri,Yes,ONLINE,"166,97",VMS,Playlist timeout,TIMEOUT
641,2026-06-21 08:04:05,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Nusa Tenggara Timur,SP Polsek  kelapa 5  -NTT,vms.k3i-korlantas.id,"-10,14874674","123,6096923",https://vms.k3i-korlantas.id/K3i/2021/NTT-005_SP_Polsek_Kelapa_5.stream/playlist.m3u8,cctv_8a8c625c-2a69-4031-a637-d7926317dd9e,Arteri,No,ONLINE,"184,48",VMS,Playlist timeout,TIMEOUT
642,2026-06-21 08:04:05,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Timur,Suramadu ( Pintu Tol Suramadu ),vms.k3i-korlantas.id,"-7,15653","112,78224",https://vms.k3i-korlantas.id/K3i/JATIM/177_Pintu_Tol_Suramadu.stream/playlist.m3u8,cctv_8a9beb4f-16ad-4304-b175-863e9d976044,Arteri,No,ONLINE,"163,7",VMS,Playlist timeout,TIMEOUT
643,2026-06-21 08:06:09,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Timur,Wisata Bahari Lamongan,vms.k3i-korlantas.id,"-6,86761","112,36055",https://vms.k3i-korlantas.id/K3i/JATIM/187_Wisata_Bahari_Lamongan.stream/playlist.m3u8,cctv_8b628447-a1cb-4439-b636-6ad16620a05e,Arteri,Yes,ONLINE,"49,94",VMS,Playlist timeout,TIMEOUT
644,2026-06-21 08:06:16,BAGOPS,KORLANTAS - TMC,TMC 4 POLRES TA 2024,Polda Banten,Simpang STT,vms.k3i-korlantas.id,"-5,99732753","106,0335295",https://vms.k3i-korlantas.id/K3i/2024/CLG-011_Simpang_STT.stream/playlist.m3u8,cctv_8b802637-b7d6-4e2e-9e00-6e5bd1fd8178,Arteri,Yes,ONLINE,"24,72",VMS,Playlist timeout,TIMEOUT
645,2026-06-21 08:06:16,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,Jl A. Yani - Yos Sudarso,vms.k3i-korlantas.id,"-5,11398032","119,4395726",https://vms.k3i-korlantas.id/K3i/SURAKARTA/SKT-020_Simpang-Empat-Kelurahan-Mojosongo.stream/playlist.m3u8,cctv_8bb17798-84ff-4013-a60f-1e702fa8cc5e,Arteri,No,ONLINE,"58,6",VMS,Playlist timeout,TIMEOUT
646,2026-06-21 08:06:16,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Maluku,Kantor Lantas,vms.k3i-korlantas.id,"-3,6995309","128,1815431",https://vms.k3i-korlantas.id/K3i/2022/MALUKU-002_Kantor_Lantas.stream/playlist.m3u8,cctv_8c2b76a9-87ba-42a9-8774-4d6e803f1f92,Arteri,No,ONLINE,"32,7",VMS,Playlist timeout,TIMEOUT
647,2026-06-21 08:06:17,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,JL. SULTAN ALAUDDIN / MALLENGKERI,vms.k3i-korlantas.id,"-5,188577","119,44151",https://vms.k3i-korlantas.id/K3i/SURAKARTA/SKT-034_Simpang-5-Balapan.stream/playlist.m3u8,cctv_8d010097-c8df-48e8-af6d-701370d71588,Arteri,No,ONLINE,"31,19",VMS,Playlist timeout,TIMEOUT
648,2026-06-21 08:06:18,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Kalimantan Timur,Pasar Segar BPN,10.45.42.19,"-1,24503368","116,8578953",rtsp://onvif:lantas123!!@10.45.42.19:554/live/B685AC01-F868-4D75-857F-73AFC1B91627,cctv_8d071abf-1ba5-47bf-acf7-676956aa5c2b,Arteri,Yes,OFFLINE,N/A,RTSP,BE timeout,Unhealthy
649,2026-06-21 08:06:17,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,Simpang CU Lama - Jl. Bau Massepe,vms.k3i-korlantas.id,"-4,017902","119,622894",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/DLS-020_Simpang_Sinalco_Kec_Tanjung_Morawa.stream/playlist.m3u8,cctv_8d9c0f3d-5bcb-45cb-a952-dd1e709811c8,Arteri,Yes,ONLINE,"48,95",VMS,Playlist timeout,TIMEOUT
650,2026-06-21 08:06:24,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Bengkulu,Simpang SPBU Air Sebakul,vms.k3i-korlantas.id,"-3,83125","102,34592",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/PRP-009_Patung_Pemuda_Jl_Bau_Massepe_JL.Agus_Salim.stream/playlist.m3u8,cctv_8dc563b5-7ef7-4d91-8bf1-5b27a933c2ba,Arteri,Yes,ONLINE,"25,08",VMS,Playlist timeout,TIMEOUT
651,2026-06-21 08:06:19,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Jawa Barat,Monitoring KM 207,10.45.42.19,"-6,7758117","108,5610185",rtsp://onvif:lantas123!!@10.45.42.19:554/live/F14E50AE-732F-4722-A684-8E65F6FB0224,cctv_8e02ddb0-f1a6-414b-8baf-7b7e0823a36b,Arteri,Yes,OFFLINE,N/A,RTSP,Video mengalir (7 segmen),Healthy
652,2026-06-21 08:06:19,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,Jl. Poros Marumpa - Maros,172.16.60.3,"-4,960382","119,568176",rtsp://onvif:lantas123!!@172.16.60.3:554/live/2B12ABD8-FBAE-44A7-AB39-147D81C07DBB,cctv_8ecf5941-1904-44ce-8c6e-f86d1ae6fd05,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
653,2026-06-21 08:06:25,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Bangka Belitung,SP. Adox 1 FIX,vms.k3i-korlantas.id,"-2,140194","106,144972",https://vms.k3i-korlantas.id/K3i/6POLDA/BBL-014_SP_Adox_1_FIX.stream/playlist.m3u8,cctv_8ef4e3da-546b-429e-a15d-8bc0184949f5,Arteri,No,ONLINE,"55,97",VMS,Playlist timeout,TIMEOUT
654,2026-06-21 08:06:25,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,Simpang Patung Pramuka,vms.k3i-korlantas.id,"-4,012838","119,626017",https://vms.k3i-korlantas.id/K3i/SURAKARTA/SKT-050_Simpang-Empat-Depan-Pasar-Klewer.stream/playlist.m3u8,cctv_8f1086fd-4536-4aff-a7e0-b55cb7635d96,Arteri,No,ONLINE,"17,98",VMS,Playlist timeout,TIMEOUT
655,2026-06-21 08:06:25,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,JL. SUNU - Jl.TINUMBU,vms.k3i-korlantas.id,"-5,117705","119,431704",https://vms.k3i-korlantas.id/K3i/SURAKARTA/SKT-024_Simpang-Empat-Gilingan.stream/playlist.m3u8,cctv_8fc121e2-e1a3-4165-a0a2-6445891c46be,Arteri,No,ONLINE,"22,48",VMS,Playlist timeout,TIMEOUT
656,2026-06-21 08:06:27,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Riau,Simpang garuda sakti,vms.k3i-korlantas.id,"0,4643421","101,3679849",https://vms.k3i-korlantas.id/K3i/6POLDA/RIAU-008_Simpang_garuda_sakti.stream/playlist.m3u8,cctv_90e3180d-cdd1-4ce6-bf26-02b6fd90acea,Arteri,No,ONLINE,"16,77",VMS,Playlist timeout,TIMEOUT
657,2026-06-21 08:06:28,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2023,Polda Jawa Tengah,Dpn Kmapus UMS,vms.k3i-korlantas.id,"-7,55948447","110,7699006",https://vms.k3i-korlantas.id/K3i/2022/SKH-006_Depan_Kampus_UMS_1.stream/playlist.m3u8,cctv_91067d87-da4b-43a8-a141-43c6fa16e9cf,Arteri,No,ONLINE,"26,62",VMS,Playlist timeout,TIMEOUT
